uuid,text,LLM_Answer
202e98a5-2b2c-48ed-ae9f-b9a27dedf809,"e-business Hosting Agreement IBM', 'The Quantum Group Inc.', 'Customer', 'International Business Machines Corporation  This Agreement will be effective beginning on 12:01 a.m., Eastern Time, on the day after the date of last signature to these Base Terms (""Effective Date""). This Agreement will remain in effect for Thirty-six (36)<omitted>months following the Hosting Service Ready Date (""Term""), unless terminated earlier in accordance with the terms herein. This Agreement will be governed by the substantive laws of the State of New York, without regard for its conflict of laws provisions.","Document name: e-business Hosting Agreement IBM
Parties: The Quantum Group Inc. # International Business Machines Corporation
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: New York"
d6fc3b5a-e407-4846-bba9-84c55a373321,"INTELLECTUAL PROPERTY AGREEMENT, d CERENCE INC.', 'SpinCo', 'Nuance', 'NUANCE COMMUNICATIONS, INC. September 30, 2019 This Agreement may be executed in one or more counterparts, all of which counterparts shall be considered one and the same agreement, and shall become effective when one or more counterparts have been signed by each Party and delivered to the other Party.  Any disputes relating to, arising out of or resulting from this Agreement, including to its execution, performance, or enforcement, shall be governed by, and construed in accordance with, the Laws of the State of Delaware, regardless of the Laws that might otherwise govern under applicable principles of conflicts of Laws thereof.","Document name: INTELLECTUAL PROPERTY AGREEMENT
Parties: CERENCE INC. # NUANCE COMMUNICATIONS, INC.
Agreement date: 9/30/2019
Effective date: NA
Expiration date: NA
Governing law: Delaware"
ae2f0916-2139-4d74-8f15-c2bdb4f3fbca,"MEDIA LICENSE AGREEMENT PFHOF', 'HOFV', 'Village Media Company', 'NATIONAL FOOTBALL MUSEUM, INC.', 'doing business as Pro Football Hall of Fame', 'HOF Village, LLC', 'HOF Village Media Group, LLC the date of the Closing the date of the Closing Unless otherwise terminated as provided herein, the term of this Agreement shall commence on the Effective Date and shall terminate on December 31, 2034 (such period, including as may be extended in accordance with the subsequent sentence, the ""Term""). This Agreement will be governed in all respects by the laws of the State of Ohio (without regard to conflicts of law provisions), as such laws are applied to agreements entered into and to be performed entirely within the State of Ohio between Ohio residents.","Document name: MEDIA LICENSE AGREEMENT PFHOF
Parties: HOFV # NATIONAL FOOTBALL MUSEUM, INC. # HOF Village, LLC # HOF Village Media Group, LLC
Agreement date: NA
Effective date: NA
Expiration date: 12/31/2034
Governing law: Ohio"
be053603-b091-4964-a2c4-2299c9e9373f,"NON-EXCLUSIVE LICENSE AGREEMENT- FOR SALES Virtuoso Surgical, Inc.', 'The Johns Hopkins University', 'Company', 'JHU May 3, 2016 ""EFFECTIVE DATE"" of this Agreement shall mean the date the last party hereto has executed this Agreement.<omitted>5/11/2016 This term of this Agreement shall commence on the EFFECTIVE DATE and shall continue, in each country, until the date of expiration of the last to expire patent within PATENT RIGHT(S) in that country. This Agreement shall be construed, and legal relations between the parties hereto shall be determined, in accordance with the laws of the State of Maryland applicable to contracts solely executed and wholly to be performed within the State of Maryland without giving effect to the principles of conflicts of laws.","Document name: NON-EXCLUSIVE LICENSE AGREEMENT- FOR SALES
Parties: Virtuoso Surgical, Inc. # The Johns Hopkins University
Agreement date: 5/3/2016
Effective date: 5/11/2016
Expiration date: NA
Governing law: Maryland"
9d9c3e1f-1126-4779-b84c-f841a82753b3,"Network Build and Maintenance Agreement AT&T Mobility LLC', 'Commnet Wireless, LLC', 'each of which may be referred to in the singular as a ""Party"" or in the plural as the ""Parties.""', 'Vendor', 'AT&T 31  day of July, 2019 31  day of July, 2019 The ""Term"" of this Agreement shall commence on the Effective Date and shall continue in full force and effect until the expiration or earlier termination of the last Addendum to expire or be terminated, at which time this Agreement will expire, unless this Agreement is sooner terminated in accordance with the terms and provisions of this Agreement. ""The laws of the State of New York (excluding any laws that direct the application of another jurisdiction's law) govern all matters arising out of or relating to this Agreement and all of the transactions it contemplates, including its validity, interpretation, construction, performance, and enforcement.""","Document name: Network Build and Maintenance Agreement
Parties: AT&T Mobility LLC # Commnet Wireless, LLC
Agreement date: 7/31/2019
Effective date: 7/31/2019
Expiration date: NA
Governing law: New York"
d221e02a-c220-4bab-b908-7da46861ea82,"MASTER OPERATION AND MAINTENANCE AGREEMENT Owner', 'DIAMOND STATE GENERATION PARTNERS, LLC', 'BE', 'BLOOM ENERGY CORPORATION', 'Operator April 13, 2012 The term of this Agreement (the ""Term"") (a) shall commence on the first day of the Warranty Period for the first Bloom System to achieve Commencement of Operation and (b) shall, unless terminated earlier under Section 4.1 of this Agreement or unless extended by mutual agreement of the Parties, terminate on the date that is the last day of the Warranty Period for the last Bloom System to achieve Commencement of Operation. The term of this Agreement (the ""Term"") (a) shall commence on the first day of the Warranty Period for the first Bloom System to achieve Commencement of Operation and (b) shall, unless terminated earlier under Section 4.1 of this Agreement or unless extended by mutual agreement of the Parties, terminate on the date that is the last day of the Warranty Period for the last Bloom System to achieve Commencement of Operation. THIS AGREEMENT SHALL BE GOVERNED BY AND INTERPRETED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK WITHOUT REGARD TO CONFLICTS OF LAW PRINCIPLES (OTHER THAN SECTION 5-1401 OF THE NEW YORK GENERAL OBLIGATIONS LAW).","Document name: MASTER OPERATION AND MAINTENANCE AGREEMENT
Parties: DIAMOND STATE GENERATION PARTNERS, LLC # BLOOM ENERGY CORPORATION
Agreement date: 4/13/2012
Effective date: NA
Expiration date: NA
Governing law: New York"
9c1630f2-4cdb-423f-89c5-7ecd574ab00d,"TURN - KEY MANUFACTURING AGREEMENT FLEXTRONICS ISRAEL LTD.', 'INVASIX LTD.', 'Customer', 'Contractor.  1.4.2011 This Agreement shall commence on the Effective Date and shall continue for an initial term of year as of the Effective Date. The construction, interpretation and performance of this Agreement and all transactions under it shall be governed by the law of the State of Israel, without giving effect to choice of law rules, and both Parties consent to jurisdiction by the courts of the City of Haifa.","Document name: TURN - KEY MANUFACTURING AGREEMENT
Parties: FLEXTRONICS ISRAEL LTD. # INVASIX LTD.
Agreement date: 1/4/2011
Effective date: 1/4/2011
Expiration date: NA
Governing law: Israel"
b8d23826-17b6-4dd9-8b33-41b3ba5b6bf6,"PRODUCT MANUFACTURING AGREEMENT DEXCEL LTD.', 'Dexcel and Kitov are hereinafter jointly the ""Parties"" and individually a ""Party.""', 'Kitov', 'Dexcel', 'KITOV Pharma Ltd.  ""Effective Date"" shall mean the date of signature of the last Party to execute this Agreement. The Agreement shall commence on the Effective Date and remain in full force and effect for an initial term of **** from the Supply Commencement Date of the Product (""Initial Term""). This Agreement shall be interpreted and enforced exclusively under the laws of the State of Israel, without regard to the conflict of laws provisions thereof.","Document name: PRODUCT MANUFACTURING AGREEMENT
Parties: Dexcel Ltd. # KITOV Pharma Ltd.
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: Israel"
3344cd1d-5cfc-4e7c-90c9-87fb5a24327f,"MANUFACTURING AND SUPPLY AGREEMENT Manufacturer', 'Upjohn Inc.', 'Customer', 'Manufacturer and Customer may be referred to herein individually as a ""Party"" or collectively as the ""Parties"".', 'Pfizer Inc. ● ● Unless otherwise provided in the applicable Facility Addendum, this Agreement (a) shall commence on the Effective Date and shall continue for a period of four (4) years from such date (the ""Initial Term"" of this Agreement), unless sooner terminated pursuant to Section 7.3, 7.4, 7.5, 7.6 or 7.7, and (b) may be extended for up to three (3) additional periods of twelve (12) months (each, an ""Extension Period"") by written notice given by Customer to Manufacturer not less than twelve (12) months prior to the expiration of the Initial Term or the applicable Extension Period, as the case may be. This Agreement and all Actions (whether in contract or tort) that may be based upon, arise out of or relate to this Agreement or the negotiation, execution or performance hereof or thereof shall be governed by and construed in accordance with the Law of the State of Delaware, without regard to any Laws or principles thereof that would result in the application of the Laws of any other jurisdiction.","Document name: MANUFACTURING AND SUPPLY AGREEMENT
Parties: Upjohn Inc. # Pfizer Inc.
Agreement date: NA
Effective date: NA
Expiration date: 4/4/2026
Governing law: Delaware"
a56da24d-30cf-47a3-aa99-091d1f926b37,"LOCAL PROGRAMMING AND MARKETING AGREEMENT (WQHT HD2) MediaCo Holding Inc.', 'Programmer', 'Licensee', 'WBLS-WLIB LLC November 25, 2019 The term of this Agreement (the ""Term"") will begin on the date hereof (the ""Commencement Date""), and will continue until the earlier of (i) December 31, 2022, (ii) the termination or expiration of the Studio Lease (defined below), (iii) election to terminate and notice thereof given by Programmer to Licensee, and (iv) mutual written consent of Licensee and Programmer (the ""Term""), unless extended or earlier terminated pursuant to Section 11 hereof. The term of this Agreement (the ""Term"") will begin on the date hereof (the ""Commencement Date""), and will continue until the earlier of (i) December 31, 2022, (ii) the termination or expiration of the Studio Lease (defined below), (iii) election to terminate and notice thereof given by Programmer to Licensee, and (iv) mutual written consent of Licensee and Programmer (the ""Term""), unless extended or earlier terminated pursuant to Section 11 hereof. This Agreement will be construed in accordance with the laws of the State of Indiana without regard to principles of conflicts of laws.","Document name: LOCAL PROGRAMMING AND MARKETING AGREEMENT (WQHT HD2)
Parties: MediaCo Holding Inc. # WBLS-WLIB LLC
Agreement date: 11/25/2019
Effective date: 11/25/2019
Expiration date: 12/31/2022
Governing law: Indiana"
a6ad2249-d24f-4d2d-b8e8-ec2af966fb06,"MARKETING AND RESELLER AGREEMENT Care G. B. Plus Ltd.', 'Todos Medical Ltd.', 'Todos', 'Reseller 20t h day of December 2018 20t h day of December 2018 This Agreement shall be effective as of the Effective Date and shall continue in effect for a period of five (5) years from the Reseller\'s first purchase order for Product issued to Todos (the ""Initial Term""), unless terminated earlier by one of the parties in accordance with the terms of this Section 11. This Agreement shall be governed by and construed in accordance with the laws of the State of Israel, and the courts of Tel-Aviv, Israel","Document name: MARKETING AND RESELLER AGREEMENT
Parties: Care G. B. Plus Ltd. # Todos Medical Ltd.
Agreement date: 12/20/2018
Effective date: 12/20/2018
Expiration date: 12/20/2023
Governing law: Israel"
306204ed-66be-44aa-abec-de88ba150df2,"OUTSOURCING AGREEMENT the Customer', 'ESPACIO INFORMATION TECHNOLOGY, SA.', 'EIT', 'SILICON SMELTERS << Pty >> Ltd 1st day of January, 2009, The present Agreement is effective as from 1 January 2009', '1st day of January, 2009,  This Agreement shall be governed by, and construed in accordance with the laws of Spain.","Document name: OUTSOURCING AGREEMENT
Parties: ESPACIO INFORMATION TECHNOLOGY, SA. # SILICON SMELTERS
Agreement date: 1/1/2009
Effective date: 1/1/2009
Expiration date: NA
Governing law: Spain"
71f3a4f2-25f4-4b3a-bef6-e51d6bce2abd,"Outsourcing Contract on Development of Miaoli Royal Resort Hotel Party A', 'Party B', 'The HUANG JIA Country CLUB and Recreation Inc.', 'Chang Chen- Bin Architects Office October 29, 2015   Should either Party herein initiate a legal proceeding for revoking any arbitration result regarding the Contract, both Parties herein agree to take the Miaoli District Court of Taiwan as the competent court of first instance pursuant to the laws of the R.O.C..","Document name: Outsourcing Contract on Development of Miaoli Royal Resort Hotel
Parties: Party A # Party B # The HUANG JIA Country CLUB and Recreation Inc. # Chang Chen- Bin Architects Office
Agreement date: 10/29/2015
Effective date: NA
Expiration date: NA
Governing law: R.O.C."
a761f85c-88e3-48c2-aa7c-60bd9ebee74b,"Outsourcing Agreement CARBOGEN AMCIS AG', 'Customer', 'Paratek Pharmaceuticals, Inc.', '""Supplier"" and, collectively with Customer, the ""Parties"", and each, a ""Party December 30, 2016 December 30, 2016 This Agreement shall commence on the Effective Date and shall be valid until the [* * *] (the ""Initial Term""). This Agreement shall be governed by and construed in accordance with the substantive Laws of the [* * *], excluding any rules of conflicts of laws that would apply the substantive laws of any other jurisdiction.","Document name: Outsourcing Agreement CARBOGEN AMCIS AG
Parties: CARBOGEN AMCIS AG # Paratek Pharmaceuticals, Inc.
Agreement date: 12/30/2016
Effective date: 12/30/2016
Expiration date: NA
Governing law: NA"
42c50ca3-4f96-4eb0-a0d3-644851566620,"OUTSOURCING AGREEMENT Xiamen American Japan Photronics Mask Co., Ltd.', 'Photronics, Inc.', 'Each of Photronics and DNP is hereinafter referred to as a ""Shareholder"" and collectively as the ""Shareholders"", each of the Shareholders and PDMC is hereinafter referred to as a ""Supplier"" and collectively as the ""Suppliers"", and each of the Suppliers and the Company is hereinafter referred to as a ""Party"" and collectively as the ""Parties.""', 'Photronics DNP Photomask Corporation', 'Photronics', 'PDMC', 'Company', 'Dai Nippon Printing Co., Ltd.', 'DNP 16t h day of May, 2017,  This Agreement shall become effective as of the Effective Date and shall continue to be in full force and effect for so long as Photronics and DNP, or any of their Affiliates, each remains a Shareholder of the Company. ","Document name: OUTSOURCING AGREEMENT
Parties: Xiamen American Japan Photronics Mask Co., Ltd. # Photronics, Inc. # Dai Nippon Printing Co., Ltd.
Agreement date: 5/16/2017
Effective date: NA
Expiration date: NA
Governing law: NA"
8de890c8-089e-4501-b722-f4a373e29e0d,"COLOGUARD® PROMOTION AGREEMENT Exact', 'Exact Sciences Corporation', 'Pfizer and Exact may each be referred to herein individually as a ""Party"" and collectively as the ""Parties"".', 'Pfizer', 'Pfizer Inc. August 21, 2018 August 21, 2018 This Agreement shall be effective as of the Effective Date and shall continue in effect through December 31, 2021 and any Renewal Term (the ""Term""), unless terminated earlier as set forth herein. This Agreement shall be governed by and interpreted in accordance with the substantive laws of the State of New York, without regard to conflict of law principles thereof.","Document name: COLOGUARD® PROMOTION AGREEMENT
Parties: Exact Sciences Corporation # Pfizer Inc.
Agreement date: 8/21/2018
Effective date: 8/21/2018
Expiration date: 12/31/2021
Governing law: New York"
c9343104-1ca9-4794-9f08-89f6b07831cd,"CO-PROMOTION AGREEMENT Dova Pharmaceuticals, Inc.', 'Dova', 'Valeant Pharmaceuticals North America LLC', 'Valeant', 'Dova and Valeant are each referred to individually as a ""Party"" and together as the ""Parties"". September 26, 2018 September 26, 2018<omitted>""Effective Date"" shall have the meaning set forth in the preamble to this Agreement.', 'September 26, 2018 This Agreement shall become effective as of the Effective Date and, unless earlier terminated as provided in this ARTICLE 12, shall extend until the four (4) year anniversary of the Effective Date (the ""Term""). This Agreement and any and all matters arising directly or indirectly herefrom shall be governed by and construed and enforced in accordance with the internal laws of the [***] applicable to agreements made and to be performed entirely in such state, including its statutes of limitation but without giving effect to the conflict of law principles thereof.","Document name: CO-PROMOTION AGREEMENT
Parties: Dova Pharmaceuticals, Inc. # Valeant Pharmaceuticals North America LLC
Agreement date: 9/26/2018
Effective date: 9/26/2018
Expiration date: 9/26/2022
Governing law: NA"
15e1cb28-1906-4591-9a22-5cf078d4c6a9,"PROMOTION AGREEMENT Promoter', 'BookingEntertainment.com', 'VNUE, Inc.', 'VNUE September 10, 2015 September 10, 2015 This Agreement shall commence on September 10, 2015 and shall continue for One (1) Year (the ""Term""). This Agreement shall be governed by and construed in accordance with the laws of the State of Nevada without giving effect to choice of law doctrine.","Document name: PROMOTION AGREEMENT
Parties: Promoter # VNUE, Inc.
Agreement date: 9/10/2015
Effective date: 9/10/2015
Expiration date: 9/10/2016
Governing law: Nevada"
808ac605-2133-4e4a-92c3-575be9ee4b0c,"PROMOTION AGREEMENT MMT', 'SIGA', 'SIGA and MMT are sometimes referred to individually as a ""Party"" and collectively as the ""Parties"". RECITALS', 'MERIDIAN MEDICAL TECHNOLOGIES, INC.', 'SIGA TECHNOLOGIES, INC. May 31, 2019 May 31, 2019 This Agreement becomes effective on the Effective Date and, unless earlier terminated as provided in this ARTICLE 11, shall continue until the five (5) year anniversary of the Effective Date (the ""Initial Term""). This Agreement and all disputes arising out of or related to this Agreement or any breach hereof are governed by and construed under the Laws of the State of New York, without giving effect to any choice of law principles that would require the application of the Laws of a different state.","Document name: PROMOTION AGREEMENT MMT
Parties: MERIDIAN MEDICAL TECHNOLOGIES, INC. # SIGA TECHNOLOGIES, INC.
Agreement date: 5/31/2019
Effective date: 5/31/2019
Expiration date: 5/31/2024
Governing law: New York"
332d555b-df78-4a55-8ede-e4eb9cb73715,"FORM OF SUB-RESELLER AGREEMENT salesforce.com, inc.', 'Salesforce.org', 'the Reseller named above', '""SFDC"" or ""Salesforce""  This Sub-Reseller Agreement is effective as of the later of the dates beneath the Parties\' signatures below (""Sub-Reseller Effective Date""), provided, however, that the dates of the Parties\' signatures are not separated by a period of time greater than ten (10) business days.  ","Document name: FORM OF SUB-RESELLER AGREEMENT
Parties: salesforce.com, inc. # Salesforce.org
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: NA"
d701f2b0-7687-40f1-9555-8fb003d0bce7,"CHANNEL PARTNER RESELLER AGREEMENT iPass', 'Channel Partner', 'IPASS INC.', 'Pareteum Corporation 04/25/2018 ""Effective Date"" means the date of last signature on this Agreement.', '04/25/2018 This Agreement shall commence on the Effective Date and shall continue for a period of twelve (12) full calendar months (""Initial Term""). The laws of California shall govern the construction and enforceability of the Agreement.","Document name: CHANNEL PARTNER RESELLER AGREEMENT
Parties: iPass # Pareteum Corporation
Agreement date: 04/25/2018
Effective date: 04/25/2018
Expiration date: 04/25/2019
Governing law: California"
4472d042-c4bb-454b-a34c-bcfd88d73db2,"DISTRIBUTION AND SERVICES AGREEMENT Integrity Short Term Government Fund', 'Integrity Funds Distributor, LLC', 'Fund', 'Integrity January 18, 2020  This Agreement shall continue until January 18, 2022, and thereafter shall continue automatically for successive annual periods ending on January 18th of each year, provided such continuance is specifically approved at least annually by (a) the Fund\'s Board of Trustees and (b) a vote of a majority (as defined in the 1940 Act) of the Fund\'s Trustees who are not interested persons (as defined in the 1940 Act) of the Fund and who have no direct or indirect financial interest in the operation of the Plan, in this Agreement, or any agreement related to the Plan (the ""Qualified Trustees""), by vote cast in person at a meeting called for the purpose of voting on such approval. This Agreement shall be construed in accordance with the laws of the State of Kansas.","Document name: DISTRIBUTION AND SERVICES AGREEMENT
Parties: Integrity Short Term Government Fund # Integrity Funds Distributor, LLC
Agreement date: 1/18/2020
Effective date: 1/18/2020
Expiration date: 1/18/2022
Governing law: Kansas"
7eed4218-3ce4-451a-a234-d443fffded03,"TRANSITION SERVICES AGREEMENT Reynolds Group Holdings Inc.', 'Each Party or any of its Affiliates providing services hereunder shall be a ""Provider,"" and each Party or any of its Affiliates receiving services hereunder shall be a ""Recipient.""', 'RGHI', 'Reynolds Consumer Products Inc.', '(the ""Company"" or ""RCP"") •], 2020  With respect to each of the Services, the term thereof will be for a period commencing as of the date hereof, unless a different date is specified as the commencement date for any applicable Service on Exhibit A or Exhibit B (either, a ""Commencement Date""), and shall continue until 12 months following the Commencement Date unless (i) such other date as is specified as the termination date for any applicable Service in this Agreement or on Exhibit A or Exhibit B, as applicable (the ""Term"") or (ii) earlier terminated pursuant to this Agreement (a ""Termination Date""). This Agreement shall be governed in all respects, including as to validity, interpretation and effect, by the Laws of the State of Illinois, without giving effect to its principles or rules of conflict of laws, to the extent such principles or rules are not mandatorily applicable by statute and would permit or require the application of the Laws of another jurisdiction.","Document name: TRANSITION SERVICES AGREEMENT
Parties: Reynolds Group Holdings Inc. # Reynolds Consumer Products Inc.
Agreement date: 2020
Effective date: 2020
Expiration date: 12/2021
Governing law: Illinois"
1c5c62c4-80c3-4440-852b-7dd33a2b664e,"JACKSONVILLE JAGUARS SPONSORSHIP AGREEMENT Sponsor', 'Jacksonville Jaguars, LLC', 'Club', 'The ARC Group, Inc. November 27, 2017 April 1, 2018 The term of this Agreement (the ""Term"") shall commence as of April 1, 2018 (the ""Effective Date"") and shall expire upon the later of: (a) the conclusion of the 2022/23 NFL season and (b) the last day in February, 2023 (such expiration date, the ""Scheduled Expiration Date""), unless sooner terminated pursuant to the terms of this Agreement. ","Document name: JACKSONVILLE JAGUARS SPONSORSHIP AGREEMENT
Parties: Jacksonville Jaguars, LLC # The ARC Group, Inc.
Agreement date: 11/27/2017
Effective date: 4/1/2018
Expiration date: 2/28/2023
Governing law: NA"
